report_name,report_agency,date,domain,visits
Visits to participating hostnames,Department of Agriculture,1/7/24,ars.usda.gov,4891
Visits to participating hostnames,Department of Agriculture,1/7/24,snaped.fns.usda.gov,4542
Visits to participating hostnames,Department of Agriculture,1/7/24,nfc.usda.gov,4221
Visits to participating hostnames,Department of Agriculture,1/7/24,dietaryguidelines.gov,3195
Visits to participating hostnames,Department of Agriculture,1/7/24,fas.usda.gov,2909
Visits to participating hostnames,Department of Agriculture,1/7/24,nutrition.gov,2018
Visits to participating hostnames,Department of Agriculture,1/7/24,usdasearch.usda.gov,1330
Visits to participating hostnames,Department of Agriculture,1/7/24,invasivespeciesinfo.gov,1277
Visits to participating hostnames,Department of Agriculture,1/7/24,nass.usda.gov,1245
Visits to participating hostnames,Department of Agriculture,1/7/24,rma.usda.gov,1024
Visits to participating hostnames,Department of Agriculture,1/7/24,mymarketnews.ams.usda.gov,905
Visits to participating hostnames,Department of Agriculture,1/7/24,data.nal.usda.gov,459
Visits to participating hostnames,Department of Agriculture,1/7/24,agcounts.usda.gov,431
Visits to participating hostnames,Department of Agriculture,1/7/24,npgsweb.ars-grin.gov,427
Visits to participating hostnames,Department of Agriculture,1/7/24,search.nal.usda.gov,274
Visits to participating hostnames,Department of Agriculture,1/7/24,quickstats.nass.usda.gov,240
Visits to participating hostnames,Department of Agriculture,1/7/24,aff.gov,222
Visits to participating hostnames,Department of Agriculture,1/7/24,tellus.ars.usda.gov,222
Visits to participating hostnames,Department of Agriculture,1/7/24,phytochem.nal.usda.gov,206
Visits to participating hostnames,Department of Agriculture,1/7/24,wcc.nrcs.usda.gov,159
Visits to participating hostnames,Department of Agriculture,1/7/24,srs.fs.usda.gov,139
Visits to participating hostnames,Department of Agriculture,1/7/24,data.ers.usda.gov,128
Visits to participating hostnames,Department of Agriculture,1/7/24,aglab.ars.usda.gov,126
Visits to participating hostnames,Department of Agriculture,1/7/24,aglearn.usda.gov,120
Visits to participating hostnames,Department of Agriculture,1/7/24,search.ers.usda.gov,111
Visits to participating hostnames,Department of Agriculture,1/6/24,fs.usda.gov,93821
Visits to participating hostnames,Department of Agriculture,1/6/24,fsis.usda.gov,32813
Visits to participating hostnames,Department of Agriculture,1/6/24,fns.usda.gov,29098
Visits to participating hostnames,Department of Agriculture,1/6/24,fdc.nal.usda.gov,25973
Visits to participating hostnames,Department of Agriculture,1/6/24,usda.gov,21064
Visits to participating hostnames,Department of Agriculture,1/6/24,aphis.usda.gov,16863
Visits to participating hostnames,Department of Agriculture,1/6/24,myplate.gov,14606
Visits to participating hostnames,Department of Agriculture,1/6/24,rd.usda.gov,13873
Visits to participating hostnames,Department of Agriculture,1/6/24,fsa.usda.gov,9141
Visits to participating hostnames,Department of Agriculture,1/6/24,nrcs.usda.gov,8280
Visits to participating hostnames,Department of Agriculture,1/6/24,nal.usda.gov,7664
Visits to participating hostnames,Department of Agriculture,1/6/24,ams.usda.gov,6178
Visits to participating hostnames,Department of Agriculture,1/6/24,ers.usda.gov,5228
Visits to participating hostnames,Department of Agriculture,1/6/24,farmers.gov,5134
Visits to participating hostnames,Department of Agriculture,1/6/24,ars.usda.gov,4153
Visits to participating hostnames,Department of Agriculture,1/6/24,snaped.fns.usda.gov,3760
Visits to participating hostnames,Department of Agriculture,1/6/24,dietaryguidelines.gov,3260
Visits to participating hostnames,Department of Agriculture,1/6/24,nfc.usda.gov,3138
Visits to participating hostnames,Department of Agriculture,1/6/24,fas.usda.gov,2274
Visits to participating hostnames,Department of Agriculture,1/6/24,nutrition.gov,1739
Visits to participating hostnames,Department of Agriculture,1/6/24,usdasearch.usda.gov,1208
Visits to participating hostnames,Department of Agriculture,1/6/24,nass.usda.gov,1167
Visits to participating hostnames,Department of Agriculture,1/6/24,invasivespeciesinfo.gov,996
Visits to participating hostnames,Department of Agriculture,1/6/24,rma.usda.gov,988
Visits to participating hostnames,Department of Agriculture,1/6/24,mymarketnews.ams.usda.gov,953
Visits to participating hostnames,Department of Agriculture,1/6/24,agcounts.usda.gov,538
Visits to participating hostnames,Department of Agriculture,1/6/24,npgsweb.ars-grin.gov,396
Visits to participating hostnames,Department of Agriculture,1/6/24,data.nal.usda.gov,337
Visits to participating hostnames,Department of Agriculture,1/6/24,search.nal.usda.gov,253
Visits to participating hostnames,Department of Agriculture,1/6/24,aff.gov,211
Visits to participating hostnames,Department of Agriculture,1/6/24,quickstats.nass.usda.gov,205
Visits to participating hostnames,Department of Agriculture,1/6/24,tellus.ars.usda.gov,194
Visits to participating hostnames,Department of Agriculture,1/6/24,phytochem.nal.usda.gov,177
Visits to participating hostnames,Department of Agriculture,1/6/24,data.ers.usda.gov,171
Visits to participating hostnames,Department of Agriculture,1/6/24,srs.fs.usda.gov,147
Visits to participating hostnames,Department of Agriculture,1/6/24,aglearn.usda.gov,112
Visits to participating hostnames,Department of Agriculture,1/6/24,wcc.nrcs.usda.gov,108
Visits to participating hostnames,Department of Agriculture,1/6/24,aglab.ars.usda.gov,103
Visits to participating hostnames,Department of Agriculture,1/5/24,fs.usda.gov,101092
Visits to participating hostnames,Department of Agriculture,1/5/24,fns.usda.gov,49194
Visits to participating hostnames,Department of Agriculture,1/5/24,fsis.usda.gov,48218
Visits to participating hostnames,Department of Agriculture,1/5/24,usda.gov,38443
Visits to participating hostnames,Department of Agriculture,1/5/24,myplate.gov,31287
Visits to participating hostnames,Department of Agriculture,1/5/24,aphis.usda.gov,29934
Visits to participating hostnames,Department of Agriculture,1/5/24,rd.usda.gov,27485
Visits to participating hostnames,Department of Agriculture,1/5/24,fdc.nal.usda.gov,27448
Visits to participating hostnames,Department of Agriculture,1/5/24,nrcs.usda.gov,20530
Visits to participating hostnames,Department of Agriculture,1/5/24,fsa.usda.gov,16127
Visits to participating hostnames,Department of Agriculture,1/5/24,ams.usda.gov,16014
Visits to participating hostnames,Department of Agriculture,1/5/24,farmers.gov,12004
Visits to participating hostnames,Department of Agriculture,1/5/24,ers.usda.gov,9718
Visits to participating hostnames,Department of Agriculture,1/5/24,nal.usda.gov,9235
Visits to participating hostnames,Department of Agriculture,1/5/24,ars.usda.gov,6700
Visits to participating hostnames,Department of Agriculture,1/5/24,nfc.usda.gov,6527
Visits to participating hostnames,Department of Agriculture,1/5/24,rma.usda.gov,4951
Visits to participating hostnames,Department of Agriculture,1/5/24,fas.usda.gov,4773
Visits to participating hostnames,Department of Agriculture,1/5/24,dietaryguidelines.gov,4556
Visits to participating hostnames,Department of Agriculture,1/5/24,snaped.fns.usda.gov,4041
Visits to participating hostnames,Department of Agriculture,1/5/24,nass.usda.gov,3234
Visits to participating hostnames,Department of Agriculture,1/5/24,nutrition.gov,3000
Visits to participating hostnames,Department of Agriculture,1/5/24,usdasearch.usda.gov,2901
Visits to participating hostnames,Department of Agriculture,1/5/24,invasivespeciesinfo.gov,2700
Visits to participating hostnames,Department of Agriculture,1/5/24,mymarketnews.ams.usda.gov,2416
Visits to participating hostnames,Department of Agriculture,1/5/24,aglearn.usda.gov,1101
Visits to participating hostnames,Department of Agriculture,1/5/24,agcounts.usda.gov,881
Visits to participating hostnames,Department of Agriculture,1/5/24,npgsweb.ars-grin.gov,746
Visits to participating hostnames,Department of Agriculture,1/5/24,data.nal.usda.gov,651
Visits to participating hostnames,Department of Agriculture,1/5/24,quickstats.nass.usda.gov,605
Visits to participating hostnames,Department of Agriculture,1/5/24,search.nal.usda.gov,425
Visits to participating hostnames,Department of Agriculture,1/5/24,aff.gov,384
Visits to participating hostnames,Department of Agriculture,1/5/24,data.ers.usda.gov,365
Visits to participating hostnames,Department of Agriculture,1/5/24,search.ers.usda.gov,313
Visits to participating hostnames,Department of Agriculture,1/5/24,tellus.ars.usda.gov,270
Visits to participating hostnames,Department of Agriculture,1/5/24,phytochem.nal.usda.gov,208
Visits to participating hostnames,Department of Agriculture,1/5/24,wcc.nrcs.usda.gov,188
Visits to participating hostnames,Department of Agriculture,1/5/24,symbols.fs2c.usda.gov,182
Visits to participating hostnames,Department of Agriculture,1/5/24,search.invasivespeciesinfo.gov,165
Visits to participating hostnames,Department of Agriculture,1/5/24,aglab.ars.usda.gov,155
Visits to participating hostnames,Department of Agriculture,1/5/24,srs.fs.usda.gov,147
Visits to participating hostnames,Department of Agriculture,1/5/24,fia.fs.usda.gov,143
Visits to participating hostnames,Department of Agriculture,1/5/24,scinet.usda.gov,132
Visits to participating hostnames,Department of Agriculture,1/5/24,search.farmers.gov,123
Visits to participating hostnames,Department of Agriculture,1/5/24,digitop.nal.usda.gov,115
Visits to participating hostnames,Department of Agriculture,1/5/24,agclass.nal.usda.gov,110
Visits to participating hostnames,Department of Agriculture,1/5/24,professionalstandards.fns.usda.gov,101
Visits to participating hostnames,Department of Agriculture,1/5/24,fs.usda.gov,101092
Visits to participating hostnames,Department of Agriculture,1/5/24,fns.usda.gov,49194
Visits to participating hostnames,Department of Agriculture,1/5/24,fsis.usda.gov,48218
Visits to participating hostnames,Department of Agriculture,1/5/24,usda.gov,38443
Visits to participating hostnames,Department of Agriculture,1/5/24,myplate.gov,31287
Visits to participating hostnames,Department of Agriculture,1/5/24,aphis.usda.gov,29934
Visits to participating hostnames,Department of Agriculture,1/5/24,rd.usda.gov,27485
Visits to participating hostnames,Department of Agriculture,1/5/24,fdc.nal.usda.gov,27448
Visits to participating hostnames,Department of Agriculture,1/5/24,nrcs.usda.gov,20530
Visits to participating hostnames,Department of Agriculture,1/5/24,fsa.usda.gov,16127
Visits to participating hostnames,Department of Agriculture,1/5/24,ams.usda.gov,16014
Visits to participating hostnames,Department of Agriculture,1/5/24,farmers.gov,12004
Visits to participating hostnames,Department of Agriculture,1/5/24,ers.usda.gov,9718
Visits to participating hostnames,Department of Agriculture,1/5/24,nal.usda.gov,9235
Visits to participating hostnames,Department of Agriculture,1/5/24,ars.usda.gov,6700
Visits to participating hostnames,Department of Agriculture,1/5/24,nfc.usda.gov,6527
Visits to participating hostnames,Department of Agriculture,1/5/24,rma.usda.gov,4951
Visits to participating hostnames,Department of Agriculture,1/5/24,fas.usda.gov,4773
Visits to participating hostnames,Department of Agriculture,1/5/24,dietaryguidelines.gov,4556
Visits to participating hostnames,Department of Agriculture,1/5/24,snaped.fns.usda.gov,4041
Visits to participating hostnames,Department of Agriculture,1/5/24,nass.usda.gov,3234
Visits to participating hostnames,Department of Agriculture,1/5/24,nutrition.gov,3000
Visits to participating hostnames,Department of Agriculture,1/5/24,usdasearch.usda.gov,2901
Visits to participating hostnames,Department of Agriculture,1/5/24,invasivespeciesinfo.gov,2700
Visits to participating hostnames,Department of Agriculture,1/5/24,mymarketnews.ams.usda.gov,2416
Visits to participating hostnames,Department of Agriculture,1/5/24,aglearn.usda.gov,1101
Visits to participating hostnames,Department of Agriculture,1/5/24,agcounts.usda.gov,881
Visits to participating hostnames,Department of Agriculture,1/5/24,npgsweb.ars-grin.gov,746
Visits to participating hostnames,Department of Agriculture,1/5/24,data.nal.usda.gov,651
Visits to participating hostnames,Department of Agriculture,1/5/24,quickstats.nass.usda.gov,605
Visits to participating hostnames,Department of Agriculture,1/5/24,search.nal.usda.gov,425
Visits to participating hostnames,Department of Agriculture,1/5/24,aff.gov,384
Visits to participating hostnames,Department of Agriculture,1/5/24,data.ers.usda.gov,365
Visits to participating hostnames,Department of Agriculture,1/5/24,search.ers.usda.gov,313
Visits to participating hostnames,Department of Agriculture,1/5/24,tellus.ars.usda.gov,270
Visits to participating hostnames,Department of Agriculture,1/5/24,phytochem.nal.usda.gov,208
