report_name,report_agency,date,os,visits,browser
Operating system and browser,Department of Agriculture,5/6/24,iOS,196,(not set)
Operating system and browser,Department of Agriculture,5/6/24,Macintosh,183,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,5/6/24,(not set),178,(not set)
Operating system and browser,Department of Agriculture,5/6/24,Linux,137,Samsung Internet
Operating system and browser,Department of Agriculture,5/5/24,iOS,125088,Safari
Operating system and browser,Department of Agriculture,5/5/24,Android,81891,Chrome
Operating system and browser,Department of Agriculture,5/5/24,Windows,49827,Chrome
Operating system and browser,Department of Agriculture,5/5/24,Macintosh,23384,Safari
Operating system and browser,Department of Agriculture,5/5/24,iOS,19770,Chrome
Operating system and browser,Department of Agriculture,5/5/24,Macintosh,17714,Chrome
Operating system and browser,Department of Agriculture,5/5/24,Windows,16366,Edge
Operating system and browser,Department of Agriculture,5/5/24,iOS,11592,Safari (in-app)
Operating system and browser,Department of Agriculture,5/5/24,Linux,8876,Chrome
Operating system and browser,Department of Agriculture,5/5/24,Android,6795,Android Webview
Operating system and browser,Department of Agriculture,5/5/24,Chrome OS,5242,Chrome
Operating system and browser,Department of Agriculture,5/5/24,Android,5208,Samsung Internet
Operating system and browser,Department of Agriculture,5/5/24,Windows,3759,Firefox
Operating system and browser,Department of Agriculture,5/5/24,Macintosh,2029,Firefox
Operating system and browser,Department of Agriculture,5/5/24,Android,875,Firefox
Operating system and browser,Department of Agriculture,5/5/24,Android,674,Amazon Silk
Operating system and browser,Department of Agriculture,5/5/24,Windows,576,Opera
Operating system and browser,Department of Agriculture,5/5/24,Linux,274,Firefox
Operating system and browser,Department of Agriculture,5/5/24,Android,241,Opera
Operating system and browser,Department of Agriculture,5/5/24,iOS,184,(not set)
Operating system and browser,Department of Agriculture,5/5/24,(not set),163,(not set)
Operating system and browser,Department of Agriculture,5/5/24,Macintosh,134,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,5/5/24,Linux,127,Samsung Internet
Operating system and browser,Department of Agriculture,5/5/24,Macintosh,123,Edge
Operating system and browser,Department of Agriculture,5/4/24,iOS,117015,Safari
Operating system and browser,Department of Agriculture,5/4/24,Android,76365,Chrome
Operating system and browser,Department of Agriculture,5/4/24,Windows,44879,Chrome
Operating system and browser,Department of Agriculture,5/4/24,Macintosh,19331,Safari
Operating system and browser,Department of Agriculture,5/4/24,iOS,18353,Chrome
Operating system and browser,Department of Agriculture,5/4/24,Windows,13937,Edge
Operating system and browser,Department of Agriculture,5/4/24,Macintosh,13397,Chrome
Operating system and browser,Department of Agriculture,5/4/24,iOS,11018,Safari (in-app)
Operating system and browser,Department of Agriculture,5/4/24,Linux,8738,Chrome
Operating system and browser,Department of Agriculture,5/4/24,Android,6761,Android Webview
Operating system and browser,Department of Agriculture,5/4/24,Android,4914,Samsung Internet
Operating system and browser,Department of Agriculture,5/4/24,Chrome OS,3513,Chrome
Operating system and browser,Department of Agriculture,5/4/24,Windows,3376,Firefox
Operating system and browser,Department of Agriculture,5/4/24,Macintosh,1951,Firefox
Operating system and browser,Department of Agriculture,5/4/24,Android,843,Firefox
Operating system and browser,Department of Agriculture,5/4/24,Android,609,Amazon Silk
Operating system and browser,Department of Agriculture,5/4/24,Windows,518,Opera
Operating system and browser,Department of Agriculture,5/4/24,Linux,286,Firefox
Operating system and browser,Department of Agriculture,5/4/24,Android,250,Opera
Operating system and browser,Department of Agriculture,5/4/24,(not set),228,(not set)
Operating system and browser,Department of Agriculture,5/4/24,Linux,176,Samsung Internet
Operating system and browser,Department of Agriculture,5/4/24,iOS,175,(not set)
Operating system and browser,Department of Agriculture,5/4/24,Macintosh,131,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,5/3/24,iOS,127327,Safari
Operating system and browser,Department of Agriculture,5/3/24,Windows,119105,Chrome
Operating system and browser,Department of Agriculture,5/3/24,Android,81837,Chrome
Operating system and browser,Department of Agriculture,5/3/24,Windows,51402,Edge
Operating system and browser,Department of Agriculture,5/3/24,Macintosh,26365,Safari
Operating system and browser,Department of Agriculture,5/3/24,Chrome OS,24474,Chrome
Operating system and browser,Department of Agriculture,5/3/24,Macintosh,22907,Chrome
Operating system and browser,Department of Agriculture,5/3/24,iOS,19102,Chrome
Operating system and browser,Department of Agriculture,5/3/24,iOS,15942,Safari (in-app)
Operating system and browser,Department of Agriculture,5/3/24,Android,9352,Android Webview
Operating system and browser,Department of Agriculture,5/3/24,Linux,8903,Chrome
Operating system and browser,Department of Agriculture,5/3/24,Windows,6168,Firefox
Operating system and browser,Department of Agriculture,5/3/24,Android,5424,Samsung Internet
Operating system and browser,Department of Agriculture,5/3/24,Macintosh,2531,Firefox
Operating system and browser,Department of Agriculture,5/3/24,Android,898,Firefox
Operating system and browser,Department of Agriculture,5/3/24,Windows,641,Opera
Operating system and browser,Department of Agriculture,5/3/24,Android,633,Amazon Silk
Operating system and browser,Department of Agriculture,5/3/24,Windows,470,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,5/3/24,Linux,407,Firefox
Operating system and browser,Department of Agriculture,5/3/24,(not set),384,(not set)
Operating system and browser,Department of Agriculture,5/3/24,Android,270,Opera
Operating system and browser,Department of Agriculture,5/3/24,Macintosh,204,Edge
Operating system and browser,Department of Agriculture,5/3/24,Macintosh,189,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,5/3/24,iOS,181,(not set)
Operating system and browser,Department of Agriculture,5/3/24,Linux,165,Samsung Internet
Operating system and browser,Department of Agriculture,5/3/24,Windows,109,Internet Explorer
Operating system and browser,Department of Agriculture,5/2/24,Windows,144960,Chrome
Operating system and browser,Department of Agriculture,5/2/24,iOS,136947,Safari
Operating system and browser,Department of Agriculture,5/2/24,Android,89294,Chrome
Operating system and browser,Department of Agriculture,5/2/24,Windows,68560,Edge
Operating system and browser,Department of Agriculture,5/2/24,Chrome OS,31113,Chrome
Operating system and browser,Department of Agriculture,5/2/24,Macintosh,30299,Safari
Operating system and browser,Department of Agriculture,5/2/24,Macintosh,28121,Chrome
Operating system and browser,Department of Agriculture,5/2/24,iOS,20361,Chrome
Operating system and browser,Department of Agriculture,5/2/24,iOS,17430,Safari (in-app)
Operating system and browser,Department of Agriculture,5/2/24,Android,10752,Android Webview
Operating system and browser,Department of Agriculture,5/2/24,Linux,8864,Chrome
Operating system and browser,Department of Agriculture,5/2/24,Windows,7448,Firefox
Operating system and browser,Department of Agriculture,5/2/24,Android,6011,Samsung Internet
Operating system and browser,Department of Agriculture,5/2/24,Macintosh,2406,Firefox
Operating system and browser,Department of Agriculture,5/2/24,Android,936,Firefox
Operating system and browser,Department of Agriculture,5/2/24,Android,882,Amazon Silk
Operating system and browser,Department of Agriculture,5/2/24,Windows,757,Opera
Operating system and browser,Department of Agriculture,5/2/24,Macintosh,520,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,5/2/24,Linux,351,Firefox
Operating system and browser,Department of Agriculture,5/2/24,Android,291,Opera
Operating system and browser,Department of Agriculture,5/2/24,Macintosh,241,Edge
Operating system and browser,Department of Agriculture,5/2/24,Linux,189,Samsung Internet
Operating system and browser,Department of Agriculture,5/2/24,Windows,185,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,5/2/24,iOS,174,(not set)
Operating system and browser,Department of Agriculture,5/2/24,Windows,124,Internet Explorer
Operating system and browser,Department of Agriculture,5/2/24,(not set),110,Opera Mini
Operating system and browser,Department of Agriculture,5/1/24,Windows,138332,Chrome
Operating system and browser,Department of Agriculture,5/1/24,iOS,127978,Safari
Operating system and browser,Department of Agriculture,5/1/24,Android,80740,Chrome
Operating system and browser,Department of Agriculture,5/1/24,Windows,64586,Edge
Operating system and browser,Department of Agriculture,5/1/24,Chrome OS,30848,Chrome
Operating system and browser,Department of Agriculture,5/1/24,Macintosh,29731,Safari
Operating system and browser,Department of Agriculture,5/1/24,Macintosh,28937,Chrome
Operating system and browser,Department of Agriculture,5/1/24,iOS,19159,Chrome
Operating system and browser,Department of Agriculture,5/1/24,Linux,10732,Chrome
Operating system and browser,Department of Agriculture,5/1/24,iOS,9149,Safari (in-app)
Operating system and browser,Department of Agriculture,5/1/24,Windows,7145,Firefox
Operating system and browser,Department of Agriculture,5/1/24,Android,5424,Samsung Internet
Operating system and browser,Department of Agriculture,5/1/24,Android,5394,Android Webview
Operating system and browser,Department of Agriculture,5/1/24,Macintosh,2506,Firefox
Operating system and browser,Department of Agriculture,5/1/24,Android,895,Firefox
Operating system and browser,Department of Agriculture,5/1/24,Windows,688,Opera
Operating system and browser,Department of Agriculture,5/1/24,Android,650,Amazon Silk
Operating system and browser,Department of Agriculture,5/1/24,Linux,472,Firefox
Operating system and browser,Department of Agriculture,5/1/24,Android,246,Opera
Operating system and browser,Department of Agriculture,5/1/24,Macintosh,244,Edge
Operating system and browser,Department of Agriculture,5/1/24,Macintosh,195,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,5/1/24,iOS,191,(not set)
Operating system and browser,Department of Agriculture,5/1/24,Linux,134,Samsung Internet
Operating system and browser,Department of Agriculture,5/1/24,Windows,116,Internet Explorer
Operating system and browser,Department of Agriculture,5/1/24,(not set),107,(not set)
Operating system and browser,Department of Agriculture,6/23/24,iOS,170652,Safari
Operating system and browser,Department of Agriculture,6/23/24,Android,102200,Chrome
Operating system and browser,Department of Agriculture,6/23/24,iOS,74828,Safari (in-app)
Operating system and browser,Department of Agriculture,6/23/24,Windows,59643,Chrome
Operating system and browser,Department of Agriculture,6/23/24,Android,41829,Android Webview
Operating system and browser,Department of Agriculture,6/23/24,iOS,26834,Chrome
Operating system and browser,Department of Agriculture,6/23/24,Macintosh,23991,Safari
Operating system and browser,Department of Agriculture,6/23/24,Windows,16482,Edge
Operating system and browser,Department of Agriculture,6/23/24,Macintosh,16211,Chrome
Operating system and browser,Department of Agriculture,6/23/24,Android,6598,Samsung Internet
Operating system and browser,Department of Agriculture,6/23/24,Linux,6539,Chrome
Operating system and browser,Department of Agriculture,6/23/24,Windows,3673,Firefox
Operating system and browser,Department of Agriculture,6/23/24,Chrome OS,3619,Chrome
Operating system and browser,Department of Agriculture,6/23/24,Macintosh,1240,Firefox
Operating system and browser,Department of Agriculture,6/23/24,Android,1061,Firefox
Operating system and browser,Department of Agriculture,6/23/24,Android,652,Amazon Silk
Operating system and browser,Department of Agriculture,6/23/24,Windows,524,Opera
Operating system and browser,Department of Agriculture,6/23/24,Linux,405,Firefox
Operating system and browser,Department of Agriculture,6/23/24,Windows,292,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/23/24,Android,280,Opera
Operating system and browser,Department of Agriculture,6/23/24,Macintosh,262,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/23/24,Linux,158,Samsung Internet
Operating system and browser,Department of Agriculture,6/23/24,(not set),131,Chrome
Operating system and browser,Department of Agriculture,6/23/24,Macintosh,129,Edge
Operating system and browser,Department of Agriculture,6/23/24,iOS,127,(not set)
Operating system and browser,Department of Agriculture,6/23/24,(not set),125,(not set)
Operating system and browser,Department of Agriculture,6/22/24,iOS,157809,Safari
Operating system and browser,Department of Agriculture,6/22/24,iOS,142103,Safari (in-app)
Operating system and browser,Department of Agriculture,6/22/24,Android,105296,Chrome
Operating system and browser,Department of Agriculture,6/22/24,Android,80760,Android Webview
Operating system and browser,Department of Agriculture,6/22/24,Windows,53962,Chrome
Operating system and browser,Department of Agriculture,6/22/24,iOS,25171,Chrome
Operating system and browser,Department of Agriculture,6/22/24,Macintosh,20890,Safari
Operating system and browser,Department of Agriculture,6/22/24,Windows,14128,Edge
Operating system and browser,Department of Agriculture,6/22/24,Macintosh,12788,Chrome
Operating system and browser,Department of Agriculture,6/22/24,Linux,10813,Chrome
Operating system and browser,Department of Agriculture,6/22/24,Android,7084,Samsung Internet
Operating system and browser,Department of Agriculture,6/22/24,Windows,3347,Firefox
Operating system and browser,Department of Agriculture,6/22/24,Chrome OS,3064,Chrome
Operating system and browser,Department of Agriculture,6/22/24,Android,1051,Firefox
Operating system and browser,Department of Agriculture,6/22/24,Macintosh,1010,Firefox
Operating system and browser,Department of Agriculture,6/22/24,Android,794,Amazon Silk
Operating system and browser,Department of Agriculture,6/22/24,Windows,422,Opera
Operating system and browser,Department of Agriculture,6/22/24,Linux,392,Firefox
Operating system and browser,Department of Agriculture,6/22/24,Macintosh,347,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/22/24,Android,251,Opera
Operating system and browser,Department of Agriculture,6/22/24,(not set),212,(not set)
Operating system and browser,Department of Agriculture,6/22/24,Linux,200,Samsung Internet
Operating system and browser,Department of Agriculture,6/22/24,Windows,140,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/22/24,iOS,127,(not set)
Operating system and browser,Department of Agriculture,6/22/24,(not set),124,Chrome
Operating system and browser,Department of Agriculture,6/22/24,Macintosh,113,Edge
Operating system and browser,Department of Agriculture,6/21/24,iOS,163708,Safari
Operating system and browser,Department of Agriculture,6/21/24,Windows,155574,Chrome
Operating system and browser,Department of Agriculture,6/21/24,Android,115952,Chrome
Operating system and browser,Department of Agriculture,6/21/24,Windows,53766,Edge
Operating system and browser,Department of Agriculture,6/21/24,iOS,51275,Safari (in-app)
Operating system and browser,Department of Agriculture,6/21/24,Android,28184,Android Webview
Operating system and browser,Department of Agriculture,6/21/24,iOS,24748,Chrome
Operating system and browser,Department of Agriculture,6/21/24,Macintosh,23918,Safari
Operating system and browser,Department of Agriculture,6/21/24,Macintosh,22089,Chrome
Operating system and browser,Department of Agriculture,6/21/24,Linux,11011,Chrome
Operating system and browser,Department of Agriculture,6/21/24,Android,8419,Samsung Internet
Operating system and browser,Department of Agriculture,6/21/24,Windows,6205,Firefox
Operating system and browser,Department of Agriculture,6/21/24,Chrome OS,5010,Chrome
Operating system and browser,Department of Agriculture,6/21/24,Macintosh,1455,Firefox
Operating system and browser,Department of Agriculture,6/21/24,Android,1084,Firefox
Operating system and browser,Department of Agriculture,6/21/24,Android,900,Amazon Silk
Operating system and browser,Department of Agriculture,6/21/24,Windows,607,Opera
Operating system and browser,Department of Agriculture,6/21/24,Linux,425,Firefox
Operating system and browser,Department of Agriculture,6/21/24,Android,317,Opera
Operating system and browser,Department of Agriculture,6/21/24,Linux,308,Samsung Internet
Operating system and browser,Department of Agriculture,6/21/24,Windows,284,Internet Explorer
Operating system and browser,Department of Agriculture,6/21/24,(not set),267,(not set)
Operating system and browser,Department of Agriculture,6/21/24,Macintosh,260,Edge
Operating system and browser,Department of Agriculture,6/21/24,Macintosh,181,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/21/24,iOS,133,(not set)
Operating system and browser,Department of Agriculture,6/21/24,(not set),116,Chrome
Operating system and browser,Department of Agriculture,6/20/24,iOS,165871,Safari
Operating system and browser,Department of Agriculture,6/20/24,Windows,158788,Chrome
Operating system and browser,Department of Agriculture,6/20/24,Android,122231,Chrome
Operating system and browser,Department of Agriculture,6/20/24,Windows,63467,Edge
Operating system and browser,Department of Agriculture,6/20/24,Macintosh,26190,Safari
Operating system and browser,Department of Agriculture,6/20/24,Macintosh,24912,Chrome
Operating system and browser,Department of Agriculture,6/20/24,iOS,24459,Chrome
Operating system and browser,Department of Agriculture,6/20/24,iOS,14977,Safari (in-app)
Operating system and browser,Department of Agriculture,6/20/24,Linux,12036,Chrome
Operating system and browser,Department of Agriculture,6/20/24,Android,8873,Samsung Internet
Operating system and browser,Department of Agriculture,6/20/24,Android,8432,Android Webview
Operating system and browser,Department of Agriculture,6/20/24,Windows,6883,Firefox
Operating system and browser,Department of Agriculture,6/20/24,Chrome OS,5440,Chrome
Operating system and browser,Department of Agriculture,6/20/24,Macintosh,1696,Firefox
Operating system and browser,Department of Agriculture,6/20/24,Android,1042,Amazon Silk
Operating system and browser,Department of Agriculture,6/20/24,Android,999,Firefox
Operating system and browser,Department of Agriculture,6/20/24,Windows,655,Opera
Operating system and browser,Department of Agriculture,6/20/24,Linux,398,Firefox
Operating system and browser,Department of Agriculture,6/20/24,Linux,338,Samsung Internet
Operating system and browser,Department of Agriculture,6/20/24,Android,315,Opera
Operating system and browser,Department of Agriculture,6/20/24,Windows,303,Internet Explorer
Operating system and browser,Department of Agriculture,6/20/24,Macintosh,262,Edge
Operating system and browser,Department of Agriculture,6/20/24,(not set),184,(not set)
Operating system and browser,Department of Agriculture,6/20/24,Macintosh,144,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/20/24,iOS,127,(not set)
Operating system and browser,Department of Agriculture,6/19/24,iOS,169819,Safari
Operating system and browser,Department of Agriculture,6/19/24,Android,118028,Chrome
Operating system and browser,Department of Agriculture,6/19/24,Windows,100835,Chrome
Operating system and browser,Department of Agriculture,6/19/24,Windows,36419,Edge
Operating system and browser,Department of Agriculture,6/19/24,Macintosh,26170,Safari
Operating system and browser,Department of Agriculture,6/19/24,iOS,25477,Chrome
Operating system and browser,Department of Agriculture,6/19/24,Macintosh,21775,Chrome
Operating system and browser,Department of Agriculture,6/19/24,iOS,12858,Safari (in-app)
Operating system and browser,Department of Agriculture,6/19/24,Linux,11968,Chrome
Operating system and browser,Department of Agriculture,6/19/24,Android,8462,Samsung Internet
Operating system and browser,Department of Agriculture,6/19/24,Android,6721,Android Webview
Operating system and browser,Department of Agriculture,6/19/24,Windows,6314,Firefox
Operating system and browser,Department of Agriculture,6/19/24,Chrome OS,4957,Chrome
Operating system and browser,Department of Agriculture,6/19/24,Macintosh,2634,Firefox
Operating system and browser,Department of Agriculture,6/19/24,Android,941,Firefox
Operating system and browser,Department of Agriculture,6/19/24,Android,866,Amazon Silk
Operating system and browser,Department of Agriculture,6/19/24,Windows,670,Opera
Operating system and browser,Department of Agriculture,6/19/24,Linux,364,Firefox
Operating system and browser,Department of Agriculture,6/19/24,Android,330,Opera
Operating system and browser,Department of Agriculture,6/19/24,Linux,301,Samsung Internet
Operating system and browser,Department of Agriculture,6/19/24,Macintosh,169,Edge
Operating system and browser,Department of Agriculture,6/19/24,Macintosh,147,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/19/24,(not set),129,(not set)
Operating system and browser,Department of Agriculture,6/19/24,iOS,109,(not set)
Operating system and browser,Department of Agriculture,6/19/24,Windows,104,Internet Explorer
Operating system and browser,Department of Agriculture,6/18/24,iOS,170562,Safari
Operating system and browser,Department of Agriculture,6/18/24,Windows,159518,Chrome
Operating system and browser,Department of Agriculture,6/18/24,Android,100829,Chrome
Operating system and browser,Department of Agriculture,6/18/24,Windows,67895,Edge
Operating system and browser,Department of Agriculture,6/18/24,Macintosh,27150,Safari
Operating system and browser,Department of Agriculture,6/18/24,Macintosh,25739,Chrome
Operating system and browser,Department of Agriculture,6/18/24,iOS,25220,Chrome
Operating system and browser,Department of Agriculture,6/18/24,Linux,11837,Chrome
Operating system and browser,Department of Agriculture,6/18/24,iOS,8228,Safari (in-app)
Operating system and browser,Department of Agriculture,6/18/24,Windows,7332,Firefox
Operating system and browser,Department of Agriculture,6/18/24,Android,6524,Samsung Internet
Operating system and browser,Department of Agriculture,6/18/24,Chrome OS,5782,Chrome
Operating system and browser,Department of Agriculture,6/18/24,Android,3303,Android Webview
Operating system and browser,Department of Agriculture,6/18/24,Macintosh,2720,Firefox
Operating system and browser,Department of Agriculture,6/18/24,Android,995,Firefox
Operating system and browser,Department of Agriculture,6/18/24,Windows,671,Opera
Operating system and browser,Department of Agriculture,6/18/24,Android,658,Amazon Silk
Operating system and browser,Department of Agriculture,6/18/24,Linux,429,Firefox
Operating system and browser,Department of Agriculture,6/18/24,Android,300,Opera
Operating system and browser,Department of Agriculture,6/18/24,Macintosh,276,Edge
Operating system and browser,Department of Agriculture,6/18/24,Linux,168,Samsung Internet
Operating system and browser,Department of Agriculture,6/18/24,Macintosh,160,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/18/24,(not set),133,(not set)
Operating system and browser,Department of Agriculture,6/18/24,iOS,132,(not set)
Operating system and browser,Department of Agriculture,6/18/24,Windows,106,Internet Explorer
Operating system and browser,Department of Agriculture,6/17/24,Windows,172620,Chrome
Operating system and browser,Department of Agriculture,6/17/24,iOS,168141,Safari
Operating system and browser,Department of Agriculture,6/17/24,Android,99779,Chrome
Operating system and browser,Department of Agriculture,6/17/24,Windows,73896,Edge
Operating system and browser,Department of Agriculture,6/17/24,Macintosh,27899,Safari
Operating system and browser,Department of Agriculture,6/17/24,Macintosh,27329,Chrome
Operating system and browser,Department of Agriculture,6/17/24,iOS,24800,Chrome
Operating system and browser,Department of Agriculture,6/17/24,Linux,11674,Chrome
Operating system and browser,Department of Agriculture,6/17/24,Windows,7892,Firefox
Operating system and browser,Department of Agriculture,6/17/24,iOS,7622,Safari (in-app)
Operating system and browser,Department of Agriculture,6/17/24,Android,6466,Samsung Internet
Operating system and browser,Department of Agriculture,6/17/24,Chrome OS,6229,Chrome
Operating system and browser,Department of Agriculture,6/17/24,Android,3060,Android Webview
Operating system and browser,Department of Agriculture,6/17/24,Macintosh,2802,Firefox
Operating system and browser,Department of Agriculture,6/17/24,Android,1008,Firefox
Operating system and browser,Department of Agriculture,6/17/24,Android,753,Amazon Silk
Operating system and browser,Department of Agriculture,6/17/24,Windows,649,Opera
Operating system and browser,Department of Agriculture,6/17/24,Linux,419,Firefox
Operating system and browser,Department of Agriculture,6/17/24,Macintosh,290,Edge
Operating system and browser,Department of Agriculture,6/17/24,Android,256,Opera
Operating system and browser,Department of Agriculture,6/17/24,(not set),195,(not set)
Operating system and browser,Department of Agriculture,6/17/24,Windows,173,Internet Explorer
Operating system and browser,Department of Agriculture,6/17/24,Macintosh,164,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/17/24,Linux,160,Samsung Internet
Operating system and browser,Department of Agriculture,6/17/24,iOS,149,(not set)
Operating system and browser,Department of Agriculture,6/17/24,(not set),117,Chrome
Operating system and browser,Department of Agriculture,6/16/24,iOS,151799,Safari
Operating system and browser,Department of Agriculture,6/16/24,Android,101260,Chrome
Operating system and browser,Department of Agriculture,6/16/24,Windows,48816,Chrome
Operating system and browser,Department of Agriculture,6/16/24,iOS,23992,Chrome
Operating system and browser,Department of Agriculture,6/16/24,Macintosh,22306,Safari
Operating system and browser,Department of Agriculture,6/16/24,Macintosh,14828,Chrome
Operating system and browser,Department of Agriculture,6/16/24,Windows,14482,Edge
Operating system and browser,Department of Agriculture,6/16/24,Linux,11802,Chrome
Operating system and browser,Department of Agriculture,6/16/24,Android,7279,Samsung Internet
Operating system and browser,Department of Agriculture,6/16/24,iOS,6336,Safari (in-app)
Operating system and browser,Department of Agriculture,6/16/24,Chrome OS,3527,Chrome
Operating system and browser,Department of Agriculture,6/16/24,Windows,3457,Firefox
Operating system and browser,Department of Agriculture,6/16/24,Android,2543,Android Webview
Operating system and browser,Department of Agriculture,6/16/24,Macintosh,1979,Firefox
Operating system and browser,Department of Agriculture,6/16/24,Android,997,Firefox
Operating system and browser,Department of Agriculture,6/16/24,Android,778,Amazon Silk
Operating system and browser,Department of Agriculture,6/16/24,Windows,474,Opera
Operating system and browser,Department of Agriculture,6/16/24,Android,311,Opera
Operating system and browser,Department of Agriculture,6/16/24,Linux,250,Firefox
Operating system and browser,Department of Agriculture,6/16/24,Linux,207,Samsung Internet
Operating system and browser,Department of Agriculture,6/16/24,Windows,190,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/16/24,Macintosh,139,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/16/24,(not set),135,(not set)
Operating system and browser,Department of Agriculture,6/16/24,(not set),109,Chrome
Operating system and browser,Department of Agriculture,6/16/24,iOS,103,(not set)
Operating system and browser,Department of Agriculture,6/15/24,iOS,146967,Safari
Operating system and browser,Department of Agriculture,6/15/24,Android,103161,Chrome
Operating system and browser,Department of Agriculture,6/15/24,Windows,43603,Chrome
Operating system and browser,Department of Agriculture,6/15/24,iOS,23182,Chrome
Operating system and browser,Department of Agriculture,6/15/24,Macintosh,20144,Safari
Operating system and browser,Department of Agriculture,6/15/24,Windows,13938,Edge
Operating system and browser,Department of Agriculture,6/15/24,Macintosh,12437,Chrome
Operating system and browser,Department of Agriculture,6/15/24,Linux,11678,Chrome
Operating system and browser,Department of Agriculture,6/15/24,iOS,7489,Safari (in-app)
Operating system and browser,Department of Agriculture,6/15/24,Android,7129,Samsung Internet
Operating system and browser,Department of Agriculture,6/15/24,Windows,3450,Firefox
Operating system and browser,Department of Agriculture,6/15/24,Chrome OS,3064,Chrome
Operating system and browser,Department of Agriculture,6/15/24,Android,2723,Android Webview
Operating system and browser,Department of Agriculture,6/15/24,Macintosh,1952,Firefox
Operating system and browser,Department of Agriculture,6/15/24,Android,1012,Firefox
Operating system and browser,Department of Agriculture,6/15/24,Android,806,Amazon Silk
Operating system and browser,Department of Agriculture,6/15/24,Windows,451,Opera
Operating system and browser,Department of Agriculture,6/15/24,Android,282,Opera
Operating system and browser,Department of Agriculture,6/15/24,(not set),276,(not set)
Operating system and browser,Department of Agriculture,6/15/24,Linux,259,Firefox
Operating system and browser,Department of Agriculture,6/15/24,Linux,255,Samsung Internet
Operating system and browser,Department of Agriculture,6/15/24,Windows,142,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/15/24,iOS,141,(not set)
Operating system and browser,Department of Agriculture,6/15/24,Macintosh,140,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/15/24,(not set),115,Chrome
Operating system and browser,Department of Agriculture,6/14/24,iOS,151865,Safari
Operating system and browser,Department of Agriculture,6/14/24,Windows,126173,Chrome
Operating system and browser,Department of Agriculture,6/14/24,Android,97116,Chrome
Operating system and browser,Department of Agriculture,6/14/24,Windows,53231,Edge
Operating system and browser,Department of Agriculture,6/14/24,Macintosh,22771,Safari
Operating system and browser,Department of Agriculture,6/14/24,iOS,22523,Chrome
Operating system and browser,Department of Agriculture,6/14/24,Macintosh,20344,Chrome
Operating system and browser,Department of Agriculture,6/14/24,Linux,11490,Chrome
Operating system and browser,Department of Agriculture,6/14/24,iOS,7886,Safari (in-app)
Operating system and browser,Department of Agriculture,6/14/24,Android,6534,Samsung Internet
Operating system and browser,Department of Agriculture,6/14/24,Windows,6259,Firefox
Operating system and browser,Department of Agriculture,6/14/24,Chrome OS,5652,Chrome
Operating system and browser,Department of Agriculture,6/14/24,Android,3507,Android Webview
Operating system and browser,Department of Agriculture,6/14/24,Macintosh,2410,Firefox
Operating system and browser,Department of Agriculture,6/14/24,Android,972,Firefox
Operating system and browser,Department of Agriculture,6/14/24,Android,790,Amazon Silk
Operating system and browser,Department of Agriculture,6/14/24,Windows,594,Opera
Operating system and browser,Department of Agriculture,6/14/24,Linux,350,Firefox
Operating system and browser,Department of Agriculture,6/14/24,Android,253,Opera
Operating system and browser,Department of Agriculture,6/14/24,(not set),229,(not set)
Operating system and browser,Department of Agriculture,6/14/24,Linux,220,Samsung Internet
Operating system and browser,Department of Agriculture,6/14/24,Macintosh,215,Edge
Operating system and browser,Department of Agriculture,6/14/24,Macintosh,177,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/14/24,Windows,108,Internet Explorer
Operating system and browser,Department of Agriculture,6/13/24,Windows,160232,Chrome
Operating system and browser,Department of Agriculture,6/13/24,iOS,156184,Safari
Operating system and browser,Department of Agriculture,6/13/24,Android,104290,Chrome
Operating system and browser,Department of Agriculture,6/13/24,Windows,66457,Edge
Operating system and browser,Department of Agriculture,6/13/24,Macintosh,26028,Safari
Operating system and browser,Department of Agriculture,6/13/24,Macintosh,24305,Chrome
Operating system and browser,Department of Agriculture,6/13/24,iOS,22780,Chrome
Operating system and browser,Department of Agriculture,6/13/24,Linux,11745,Chrome
Operating system and browser,Department of Agriculture,6/13/24,iOS,8978,Safari (in-app)
Operating system and browser,Department of Agriculture,6/13/24,Android,7555,Samsung Internet
